,CustomerID,Recency,Frequency,Monetary
338,339,349,15,2039
339,340,302,26,3274
340,341,181,46,2820
341,342,95,7,4599
342,343,99,18,4756
343,344,188,25,400
344,345,116,37,1626
345,346,191,21,3035
346,347,253,8,1499
347,348,161,20,2450
348,349,256,18,4440
349,350,323,19,2435
350,351,128,3,1152
351,352,18,38,4394
352,353,281,18,1216
353,354,223,27,3388
354,355,54,15,4494
355,356,58,46,1571
356,357,323,21,1214
357,358,360,22,3834
358,359,174,8,3487
359,360,280,11,1409
360,361,114,43,3434
361,362,288,12,3913
362,363,342,48,1922
363,364,151,39,3917
364,365,127,27,2166
365,366,155,35,4247
366,367,273,2,2898
367,368,104,35,1629
368,369,299,31,2652
369,370,246,8,3305
370,371,176,20,3382
371,372,39,8,3671
372,373,170,4,2288
373,374,247,31,4703
374,375,26,32,4223
375,376,355,13,3176
376,377,306,22,1297
377,378,13,26,913
378,379,316,17,2302
379,380,313,29,4953
380,381,36,27,1185
381,382,173,22,295
382,383,20,18,4285
383,384,321,5,3780
384,385,264,12,739
385,386,142,2,495
386,387,143,42,1584
387,388,92,7,3640
388,389,354,47,1162
389,390,322,26,2730
390,391,288,39,3636
391,392,215,15,176
392,393,342,48,4987
393,394,51,33,2960
394,395,153,47,2923
395,396,186,3,3627
396,397,63,42,3301
397,398,190,48,422
398,399,125,2,765
399,400,150,17,649
400,401,314,1,4006
401,402,58,36,3332
402,403,342,43,1402
403,404,305,17,458
404,405,180,2,2910
405,406,170,33,2131
406,407,326,29,3691
407,408,271,6,3204
408,409,54,43,4627
409,410,101,36,3524
410,411,264,24,4496
411,412,53,11,2222
412,413,60,5,4438
413,414,108,30,380
414,415,5,10,4722
415,416,103,37,621
416,417,196,27,3269
417,418,262,27,4408
418,419,350,24,1948
419,420,47,3,2651
420,421,355,38,3403
421,422,311,26,2276
422,423,308,45,145
423,424,144,48,1054
424,425,269,39,2609
425,426,124,18,4640
426,427,106,3,1078
427,428,158,38,2923
428,429,147,42,4748
429,430,145,48,740
430,431,120,25,4306
431,432,319,13,4420
432,433,275,25,1240
433,434,92,24,2565
434,435,58,41,487
435,436,346,16,2996
436,437,229,43,2570
437,438,117,41,3426
438,439,318,42,1049
439,440,279,11,1421
440,441,127,21,1680
441,442,129,31,4605
442,443,58,15,2942
443,444,122,45,3850
444,445,1,49,1020
445,446,239,36,896
446,447,290,43,1494
447,448,96,1,1981
448,449,126,28,543
449,450,118,33,445
450,451,48,3,1815
451,452,89,15,4792
452,453,237,33,1741
453,454,272,32,1259
454,455,189,23,472
455,456,192,26,421
456,457,69,48,4177
457,458,278,17,1839
458,459,349,9,3284
459,460,247,5,2165
460,461,76,29,870
461,462,154,6,694
462,463,144,47,221
463,464,86,41,110
464,465,185,35,1958
465,466,285,21,487
466,467,220,45,319
467,468,69,45,1260
468,469,47,23,2566
469,470,94,35,530
470,471,238,46,2181
471,472,204,2,4514
472,473,218,42,3436
473,474,341,9,4470
474,475,39,13,1533
475,476,100,43,1297
476,477,289,34,1435
477,478,254,16,2779
478,479,222,5,4878
479,480,357,1,3585
480,481,23,40,4747
481,482,250,22,4378
482,483,10,48,541
483,484,246,46,3627
484,485,325,26,589
485,486,100,34,3120
486,487,290,21,2440
487,488,180,7,4161
488,489,223,25,3868
489,490,250,12,2226
490,491,147,31,4806
491,492,96,47,1792
492,493,257,27,3643
493,494,325,22,656
494,495,4,34,2746
495,496,16,17,2476
496,497,280,11,1637
497,498,336,29,498
498,499,247,34,4853
499,500,258,37,3840
500,501,160,49,1860
501,502,340,48,1473
502,503,152,26,2366
503,504,178,45,3840
504,505,163,45,1761
505,506,33,45,2446
506,507,179,32,2814
507,508,101,37,2302
508,509,268,5,1753
509,510,323,20,3136
510,511,65,7,1126
511,512,168,43,2135
512,513,330,23,752
513,514,43,1,1183
514,515,44,39,695
515,516,285,3,948
516,517,12,45,3033
517,518,95,3,588
518,519,302,6,3094
519,520,253,31,2470
520,521,242,27,1529
521,522,35,29,1328
522,523,215,15,420
523,524,337,36,3926
524,525,90,5,1036
525,526,264,3,2247
526,527,93,25,1704
527,528,90,32,2132
528,529,115,21,4522
529,530,105,48,341
530,531,196,17,2192
531,532,314,9,849
532,533,114,26,4160
533,534,75,22,1557
534,535,217,41,3339
535,536,277,46,2260
536,537,249,23,2772
537,538,164,11,1409
538,539,357,10,1669
539,540,192,23,3172
540,541,227,5,2565
541,542,177,26,4382
542,543,99,4,2026
543,544,36,43,4644
544,545,96,27,2829
545,546,152,38,1077
546,547,151,34,4949
547,548,190,3,1398
548,549,224,32,122
549,550,37,26,3237
550,551,268,18,1209
551,552,183,7,3079
552,553,13,45,4116
553,554,279,13,4523
554,555,217,6,2076
555,556,355,35,3107
556,557,361,31,1262
557,558,286,42,2382
558,559,273,37,873
559,560,62,43,973
560,561,84,4,3149
561,562,217,42,1109
562,563,342,4,1844
563,564,187,45,2375
564,565,19,8,1820
565,566,177,38,181
566,567,100,11,772
567,568,233,2,2336
568,569,76,18,4213
569,570,265,18,1130
570,571,284,22,1320
571,572,206,12,4595
572,573,223,17,4930
573,574,52,17,3112
574,575,339,36,173
575,576,144,29,4194
576,577,69,49,512
577,578,99,16,512
578,579,25,41,359
579,580,53,11,1188
580,581,151,44,1087
581,582,144,43,4836
582,583,57,45,4701
583,584,39,22,1254
584,585,109,30,2901
585,586,181,8,165
586,587,42,46,1480
587,588,186,18,977
588,589,223,46,3445
589,590,122,16,1162
590,591,133,47,4683
591,592,163,20,1244
592,593,215,39,4791
593,594,221,8,2922
594,595,235,30,4307
595,596,331,38,1524
596,597,146,29,2727
597,598,239,13,991
598,599,76,17,833
599,600,9,40,100
600,601,74,43,4954
601,602,253,17,4596
602,603,230,9,3763
603,604,7,2,4945
604,605,174,42,2950
605,606,141,24,995
606,607,168,21,2678
607,608,170,46,3776
608,609,283,2,2739
609,610,122,5,2772
610,611,194,17,4310
611,612,5,24,3855
612,613,29,8,1764
613,614,165,30,1341
614,615,339,22,4911
615,616,136,24,136
616,617,321,26,2183
617,618,342,8,4096
618,619,145,12,2472
619,620,327,14,3785
620,621,217,30,742
621,622,301,35,2546
622,623,132,31,3110
623,624,292,28,4528
624,625,70,46,4088
625,626,252,27,4242
626,627,275,36,134
627,628,364,1,2026
628,629,182,41,1859
629,630,167,14,4705
630,631,91,10,2776
631,632,202,42,3065
632,633,346,7,4009
633,634,19,40,2808
634,635,39,14,1360
635,636,126,36,1482
636,637,173,27,1684
637,638,141,11,3218
638,639,242,42,3272
639,640,220,49,2046
640,641,126,37,2745
641,642,58,42,3599
642,643,148,10,4597
643,644,317,7,1872
644,645,361,17,3145
645,646,1,12,2695
646,647,348,37,3487
647,648,190,37,336
648,649,191,36,3600
649,650,312,7,4525
650,651,117,24,558
651,652,134,34,1772
652,653,58,1,284
653,654,44,29,4277
654,655,173,26,412
655,656,160,10,3090
656,657,173,1,4718
657,658,317,45,2047
658,659,303,17,2834
659,660,149,41,1920
660,661,80,36,4298
661,662,213,9,3513
662,663,203,39,2135
663,664,252,23,2934
664,665,229,29,3317
665,666,164,2,3357
666,667,227,18,4905
667,668,147,28,3372
668,669,20,47,129
669,670,47,42,3906
670,671,233,49,3334
671,672,305,7,628
672,673,14,11,2893
673,674,143,7,1602
674,675,1,43,900
675,676,54,24,853
676,677,259,15,3975
677,678,144,31,871
678,679,12,19,4712
679,680,330,10,1315
680,681,224,48,3000
681,682,272,8,2125
682,683,358,1,2773
683,684,156,2,4486
684,685,8,29,3197
685,686,122,42,4861
686,687,348,10,4232
687,688,164,42,750
688,689,90,9,2213
689,690,136,31,1507
690,691,186,32,501
691,692,316,2,2350
692,693,178,24,3443
693,694,28,37,3101
694,695,220,43,3742
695,696,357,6,3417
696,697,41,8,1619
697,698,228,40,3129
698,699,192,25,4871
699,700,145,42,3278
700,701,201,43,2172
701,702,212,25,4619
702,703,220,46,3552
703,704,240,11,3943
704,705,46,35,3146
705,706,35,1,2830
706,707,253,23,1278
707,708,82,3,588
708,709,256,41,3636
709,710,197,1,208
710,711,303,44,3593
711,712,10,12,3619
712,713,312,38,3316
713,714,286,40,952
714,715,242,31,2482
715,716,251,29,3795
716,717,5,35,4824
717,718,119,28,3946
718,719,289,21,4643
719,720,65,11,4312
720,721,146,26,1104
721,722,224,11,587
722,723,239,5,3321
723,724,177,7,2765
724,725,267,31,4376
725,726,341,39,1391
726,727,282,42,3627
727,728,63,8,3275
728,729,217,27,3552
729,730,342,21,4985
730,731,315,30,2706
731,732,283,14,2083
732,733,177,1,1679
733,734,98,45,1139
734,735,105,24,2181
735,736,99,6,4113
736,737,311,6,2867
737,738,6,5,1073
738,739,197,35,1065
739,740,351,44,2714
740,741,133,15,1888
741,742,358,35,2221
742,743,259,48,4818
743,744,23,41,1365
744,745,53,8,4652
745,746,165,43,2678
746,747,202,35,3739
747,748,83,5,4025
748,749,145,31,2027
749,750,85,42,173
750,751,78,31,2281
751,752,1,37,3842
752,753,51,8,1878
753,754,173,6,4501
754,755,205,23,2688
755,756,260,16,1320
756,757,288,44,2747
757,758,34,49,3506
758,759,348,8,539
759,760,95,4,2943
760,761,72,32,3333
761,762,39,49,2203
762,763,154,3,282
763,764,250,16,3587
764,765,162,34,3200
765,766,118,13,4520
766,767,259,33,3157
767,768,306,22,2926
768,769,268,31,1889
769,770,54,24,2764
770,771,236,3,1048
771,772,222,33,1277
772,773,251,30,492
773,774,313,26,1487
774,775,112,34,2505
775,776,255,22,2128
776,777,303,30,1407
777,778,207,35,2050
778,779,229,25,845
779,780,341,28,4148
780,781,66,33,3347
781,782,75,23,2754
782,783,103,26,3614
783,784,192,9,4411
784,785,252,8,1804
785,786,226,37,2177
786,787,294,33,1342
787,788,306,15,3571
788,789,98,49,1079
789,790,338,47,4044
790,791,286,8,3218
791,792,335,21,1919
792,793,347,3,3064
793,794,308,9,4236
794,795,249,14,1376
795,796,166,38,1936
796,797,335,27,4548
797,798,30,20,4819
798,799,247,4,300
799,800,106,24,1571
800,801,51,27,2800
801,802,81,12,4417
802,803,133,28,3342
803,804,285,35,324
804,805,138,24,2266
805,806,184,31,2717
806,807,330,3,3447
807,808,273,30,1636
808,809,340,27,1668
809,810,69,17,2844
810,811,34,6,2841
811,812,262,47,4802
812,813,53,43,3842
813,814,205,18,4633
814,815,126,35,345
815,816,235,27,4443
816,817,43,17,4586
817,818,240,11,2119
818,819,111,38,1269
819,820,249,37,2954
820,821,151,42,736
821,822,183,34,224
822,823,336,47,1609
823,824,95,32,296
824,825,8,43,2361
825,826,360,46,2608
826,827,184,46,2676
827,828,281,35,4693
828,829,195,28,4586
829,830,352,22,3882
830,831,195,16,367
831,832,155,46,1417
832,833,93,42,1338
833,834,160,40,3859
834,835,61,12,4634
835,836,122,5,1707
836,837,51,26,2768
837,838,277,26,3320
838,839,5,13,747
839,840,92,24,2011
840,841,170,44,3709
841,842,317,3,3767
842,843,22,32,3294
843,844,326,23,2985
844,845,1,49,3845
845,846,133,37,3936
846,847,233,38,4932
847,848,12,45,4832
848,849,346,38,3768
849,850,46,13,3933
850,851,34,15,684
851,852,78,2,516
852,853,218,11,2620
853,854,301,16,436
854,855,73,18,355
855,856,282,34,459
856,857,249,10,2770
857,858,47,13,2166
858,859,121,32,745
859,860,214,8,811
860,861,239,7,1695
861,862,56,48,4058
862,863,350,17,4598
863,864,107,41,2272
864,865,319,27,3351
865,866,48,8,1036
866,867,61,29,4663
867,868,337,37,777
868,869,26,27,2472
869,870,292,37,2803
870,871,257,24,650
871,872,8,45,4758
872,873,113,16,3048
873,874,355,26,215
874,875,253,31,182
875,876,180,27,2593
876,877,207,26,1238
877,878,303,43,908
878,879,127,15,4254
879,880,56,49,1880
880,881,214,15,1356
881,882,14,23,1697
882,883,28,25,2085
883,884,78,44,4553
884,885,216,4,4283
885,886,154,36,3236
886,887,14,16,4730
887,888,187,47,2442
888,889,312,40,1183
889,890,7,21,2076
890,891,3,40,655
891,892,111,43,4943
892,893,238,17,1193
893,894,363,3,3071
894,895,239,7,2042
895,896,274,12,4055
896,897,294,1,3731
897,898,227,43,237
898,899,15,37,3884
899,900,192,6,1005
900,901,119,46,4181
901,902,28,49,3359
902,903,202,23,2476
903,904,39,25,4240
904,905,273,25,4861
905,906,231,3,2183
906,907,86,4,3826
907,908,126,30,4958
908,909,300,33,4937
909,910,25,29,4546
910,911,145,4,2826
911,912,13,14,3984
912,913,212,21,1567
913,914,25,7,296
914,915,68,21,167
915,916,67,7,3241
916,917,233,1,1864
917,918,109,34,2946
918,919,146,23,1832
919,920,111,3,3431
920,921,228,18,3372
921,922,111,43,4744
922,923,34,12,4313
923,924,111,14,613
924,925,264,41,4884
925,926,236,28,1354
926,927,83,42,3956
927,928,42,45,4107
928,929,101,24,2454
929,930,6,24,4565
930,931,180,3,1595
931,932,282,9,3729
932,933,320,24,4813
933,934,226,2,3633
934,935,315,40,314
935,936,229,28,3732
936,937,289,7,3572
937,938,150,9,3873
938,939,277,45,4367
939,940,198,39,1854
940,941,70,39,903
941,942,112,33,4511
942,943,4,34,4666
943,944,350,21,1732
944,945,331,29,3385
945,946,318,27,1578
946,947,350,17,1673
947,948,95,42,1700
948,949,152,47,1604
949,950,311,48,953
950,951,137,23,2530
951,952,247,45,4559
952,953,243,21,2482
953,954,31,8,2434
954,955,40,9,3071
955,956,229,33,4518
956,957,36,4,900
957,958,223,18,4602
958,959,6,32,2495
959,960,322,30,520
960,961,220,25,750
961,962,75,33,4975
962,963,4,35,3460
963,964,335,42,2808
964,965,134,34,1533
965,966,118,2,2635
966,967,94,13,3206
967,968,62,41,2520
968,969,194,23,986
969,970,335,23,1271
970,971,203,31,3877
971,972,26,2,4812
972,973,173,2,2914
973,974,300,5,342
974,975,133,14,1007
975,976,326,23,643
976,977,118,35,4292
977,978,324,46,403
978,979,275,1,2116
979,980,212,41,1310
980,981,225,48,968
981,982,20,49,1675
982,983,113,40,218
983,984,140,15,1691
984,985,47,30,3335
985,986,1,21,303
986,987,90,8,2665
987,988,142,7,657
988,989,320,41,3802
989,990,38,34,2553
990,991,293,42,454
991,992,139,37,3254
992,993,356,48,1274
993,994,333,32,2261
994,995,259,33,1699
995,996,161,6,707
996,997,178,42,110
997,998,10,10,1703
998,999,261,26,416
999,1000,138,45,2735
1000,1001,172,26,3739
1001,1002,13,19,4886
1002,1003,168,35,4258
1003,1004,130,45,4205
1004,1005,84,4,4694
1005,1006,321,25,3131
1006,1007,319,8,3066
1007,1008,101,12,4071
1008,1009,329,24,2319
1009,1010,273,24,4432
1010,1011,265,17,1240
1011,1012,38,25,4006
1012,1013,94,33,339
1013,1014,95,27,2533
1014,1015,305,2,1740
1015,1016,69,9,4765
1016,1017,318,33,3945
1017,1018,236,19,269
1018,1019,334,49,1908
1019,1020,137,5,520
1020,1021,76,47,2063
1021,1022,35,20,1146
1022,1023,1,24,2443
1023,1024,296,31,3384
1024,1025,320,44,3855
1025,1026,60,4,3330
1026,1027,320,32,2368
1027,1028,349,47,2381
1028,1029,328,35,573
1029,1030,267,14,4676
1030,1031,361,36,3858
1031,1032,229,6,4973
1032,1033,270,17,2340
1033,1034,316,18,4514
1034,1035,286,8,2585
1035,1036,291,12,737
1036,1037,213,17,4281
1037,1038,165,31,2396
1038,1039,5,1,4972
1039,1040,339,11,4218
1040,1041,78,42,3077
1041,1042,62,16,1651
1042,1043,132,37,3418
1043,1044,89,49,801
1044,1045,237,28,3171
1045,1046,42,9,826
1046,1047,89,8,2724
1047,1048,296,25,2772
1048,1049,328,10,3209
1049,1050,295,40,989
1050,1051,104,3,4107
1051,1052,14,23,875
1052,1053,288,23,3971
1053,1054,179,44,1675
1054,1055,125,4,1829
1055,1056,353,23,4627
1056,1057,23,9,3440
1057,1058,63,4,2270
1058,1059,143,34,1809
1059,1060,153,39,2730
1060,1061,145,18,102
1061,1062,225,34,4132
1062,1063,309,34,4340
1063,1064,104,42,1408
1064,1065,104,3,2219
1065,1066,39,19,2057
1066,1067,198,34,1323
1067,1068,134,26,2923
1068,1069,67,35,4604
1069,1070,179,41,4557
1070,1071,42,43,2458
1071,1072,15,31,2320
1072,1073,111,43,2622
1073,1074,157,27,1177
1074,1075,289,3,1225
1075,1076,231,37,4731
1076,1077,157,12,1924
1077,1078,38,47,4352
1078,1079,97,23,1395
1079,1080,289,17,2014
1080,1081,254,16,4612
1081,1082,196,17,1378
1082,1083,86,15,1280
1083,1084,322,26,3280
1084,1085,10,45,2853
1085,1086,5,2,2152
1086,1087,123,17,1560
1087,1088,330,1,1679
1088,1089,353,30,2659
1089,1090,118,32,4777
1090,1091,294,30,2738
1091,1092,159,42,3782
1092,1093,303,4,665
1093,1094,228,42,1324
1094,1095,216,44,3357
1095,1096,184,32,3828
1096,1097,15,35,1722
1097,1098,157,1,1425
1098,1099,136,19,1600
1099,1100,261,33,3786
1100,1101,157,19,3600
1101,1102,47,36,4561
1102,1103,324,27,3233
1103,1104,332,13,2272
1104,1105,173,27,4848
1105,1106,130,46,1637
1106,1107,95,14,3182
1107,1108,115,24,4564
1108,1109,243,35,3761
1109,1110,292,19,312
1110,1111,282,25,2256
1111,1112,299,11,276
1112,1113,283,9,2184
1113,1114,69,6,3132
1114,1115,148,36,4765
1115,1116,11,37,1061
1116,1117,254,29,1086
1117,1118,330,9,4356
1118,1119,360,33,4194
1119,1120,38,23,3061
1120,1121,134,15,2067
1121,1122,200,11,4270
1122,1123,23,23,1322
1123,1124,303,26,4089
1124,1125,346,1,2585
1125,1126,302,30,4905
1126,1127,363,17,1496
1127,1128,218,47,1944
1128,1129,141,46,3993
1129,1130,104,41,4073
1130,1131,210,23,2979
1131,1132,111,36,4889
1132,1133,104,41,2121
1133,1134,316,5,2317
1134,1135,171,35,4195
1135,1136,356,9,4288
1136,1137,324,4,3758
1137,1138,133,7,4210
1138,1139,293,1,2433
1139,1140,328,16,3194
1140,1141,127,25,4975
1141,1142,106,6,2650
1142,1143,92,38,703
1143,1144,287,14,962
1144,1145,51,37,3841
1145,1146,29,11,222
1146,1147,296,1,1395
1147,1148,297,42,1281
1148,1149,214,1,2727
1149,1150,267,36,4636
1150,1151,257,8,964
1151,1152,302,32,1842
1152,1153,101,33,4721
1153,1154,346,8,1829
1154,1155,110,14,2163
1155,1156,182,24,2440
1156,1157,313,49,4974
1157,1158,1,41,4356
1158,1159,319,29,3429
1159,1160,55,25,3234
1160,1161,149,6,439
1161,1162,309,1,2436
1162,1163,137,23,1108
1163,1164,202,41,901
1164,1165,313,33,3249
1165,1166,117,14,1061
1166,1167,154,28,341
1167,1168,291,29,3115
1168,1169,63,43,2046
1169,1170,244,40,1579
1170,1171,25,23,2519
1171,1172,90,44,705
1172,1173,75,38,1426
1173,1174,294,49,2040
1174,1175,210,43,3370
1175,1176,347,10,1335
1176,1177,17,27,3488
1177,1178,128,8,3926
1178,1179,364,44,2033
1179,1180,251,4,1640
1180,1181,179,21,4354
1181,1182,182,21,4763
1182,1183,152,30,293
1183,1184,25,13,2685
1184,1185,180,3,1605
1185,1186,198,20,2853
1186,1187,344,36,1744
1187,1188,161,40,3506
1188,1189,177,5,851
1189,1190,285,22,4465
1190,1191,63,2,3079
1191,1192,150,25,4052
1192,1193,154,40,920
1193,1194,156,24,1113
1194,1195,49,5,2594
1195,1196,337,16,2881
1196,1197,84,15,4175
1197,1198,361,13,4637
1198,1199,177,11,613
1199,1200,148,16,3450
1200,1201,118,18,417
1201,1202,342,25,3283
1202,1203,63,47,4523
1203,1204,189,38,2206
1204,1205,360,40,2095
1205,1206,49,4,4031
1206,1207,327,48,1036
1207,1208,257,21,3076
1208,1209,224,11,4420
1209,1210,141,34,4577
1210,1211,215,30,2482
1211,1212,211,4,4013
1212,1213,318,14,1428
1213,1214,32,11,4965
1214,1215,158,4,4326
1215,1216,285,26,3834
1216,1217,305,3,886
1217,1218,286,37,4940
1218,1219,144,38,373
1219,1220,19,41,774
1220,1221,18,4,1356
1221,1222,257,26,4121
1222,1223,78,39,1118
1223,1224,175,45,4844
1224,1225,194,42,1346
1225,1226,113,44,3400
1226,1227,114,42,1045
1227,1228,222,11,3700
1228,1229,166,11,318
1229,1230,319,38,952
1230,1231,132,38,4500
1231,1232,264,20,3929
1232,1233,55,26,4441
1233,1234,359,38,4081
1234,1235,131,12,282
1235,1236,288,29,4684
1236,1237,266,14,4710
1237,1238,162,25,4131
1238,1239,87,42,4411
1239,1240,55,42,1347
1240,1241,288,39,987
1241,1242,178,26,1707
1242,1243,349,10,762
